"Statistic Label","Year","County","Sex","UNIT","VALUE"
"Median Weekly Earnings","2015","Co. Roscommon","Female","Euro","468.08"
"Median Weekly Earnings","2015","Co. Sligo","Both sexes","Euro","511.45"
"Median Weekly Earnings","2015","Co. Sligo","Male","Euro","547.35"
"Median Weekly Earnings","2015","Co. Sligo","Female","Euro","480.11"
"Median Weekly Earnings","2015","Co. Tipperary","Both sexes","Euro","503.46"
"Median Weekly Earnings","2015","Co. Tipperary","Male","Euro","556.58"
"Median Weekly Earnings","2015","Co. Tipperary","Female","Euro","443.05"
"Median Weekly Earnings","2015","Co. Waterford","Both sexes","Euro","496.12"
"Median Weekly Earnings","2015","Co. Waterford","Male","Euro","567.52"
"Median Weekly Earnings","2015","Co. Waterford","Female","Euro","423.1"
"Median Weekly Earnings","2015","Co. Wicklow","Both sexes","Euro","539.98"
"Median Weekly Earnings","2015","Co. Wicklow","Male","Euro","611.51"
"Median Weekly Earnings","2015","Co. Wicklow","Female","Euro","467.01"
"Median Weekly Earnings","2015","Co. Westmeath","Both sexes","Euro","523.15"
"Median Weekly Earnings","2015","Co. Westmeath","Male","Euro","577.21"
"Median Weekly Earnings","2015","Co. Westmeath","Female","Euro","461.56"
"Median Weekly Earnings","2015","Co. Wexford","Both sexes","Euro","469.79"
"Median Weekly Earnings","2015","Co. Wexford","Male","Euro","519.29"
"Median Weekly Earnings","2015","Co. Wexford","Female","Euro","408.75"
"Median Weekly Earnings","2015","Ireland","Both sexes","Euro","533.9"
"Median Weekly Earnings","2015","Ireland","Male","Euro","590.25"
"Median Weekly Earnings","2015","Ireland","Female","Euro","473.55"
"Median Weekly Earnings","2016","Co. Clare","Both sexes","Euro","526.03"
"Median Weekly Earnings","2016","Co. Clare","Male","Euro","593.92"
"Median Weekly Earnings","2016","Co. Clare","Female","Euro","462.1"
"Median Weekly Earnings","2016","Co. Cork","Both sexes","Euro","551.5"
"Median Weekly Earnings","2016","Co. Cork","Male","Euro","630.62"
"Median Weekly Earnings","2016","Co. Cork","Female","Euro","469.77"
"Median Weekly Earnings","2016","Co. Cavan","Both sexes","Euro","496"
"Median Weekly Earnings","2016","Co. Cavan","Male","Euro","544.93"
"Median Weekly Earnings","2016","Co. Cavan","Female","Euro","433.84"
"Median Weekly Earnings","2016","Co. Carlow","Both sexes","Euro","502.36"
"Median Weekly Earnings","2016","Co. Carlow","Male","Euro","559.61"
"Median Weekly Earnings","2016","Co. Carlow","Female","Euro","423.35"
"Median Weekly Earnings","2016","Co. Donegal","Both sexes","Euro","421.29"
"Median Weekly Earnings","2016","Co. Donegal","Male","Euro","458.79"
"Median Weekly Earnings","2016","Co. Donegal","Female","Euro","378.38"
"Median Weekly Earnings","2016","Co. Dublin","Both sexes","Euro","594.88"
"Median Weekly Earnings","2016","Co. Dublin","Male","Euro","649.83"
"Median Weekly Earnings","2016","Co. Dublin","Female","Euro","537.4"
"Median Weekly Earnings","2016","Co. Galway","Both sexes","Euro","533.39"
"Median Weekly Earnings","2016","Co. Galway","Male","Euro","576.98"
"Median Weekly Earnings","2016","Co. Galway","Female","Euro","487.65"
"Median Weekly Earnings","2016","Co. Kildare","Both sexes","Euro","585.54"
"Median Weekly Earnings","2016","Co. Kildare","Male","Euro","655.37"
"Median Weekly Earnings","2016","Co. Kildare","Female","Euro","505.1"
"Median Weekly Earnings","2016","Co. Kilkenny","Both sexes","Euro","526.48"
"Median Weekly Earnings","2016","Co. Kilkenny","Male","Euro","577.54"
"Median Weekly Earnings","2016","Co. Kilkenny","Female","Euro","469.4"
"Median Weekly Earnings","2016","Co. Kerry","Both sexes","Euro","454.17"
"Median Weekly Earnings","2016","Co. Kerry","Male","Euro","516.6"
"Median Weekly Earnings","2016","Co. Kerry","Female","Euro","395.13"
"Median Weekly Earnings","2016","Co. Longford","Both sexes","Euro","486.91"
"Median Weekly Earnings","2016","Co. Longford","Male","Euro","528.06"
"Median Weekly Earnings","2016","Co. Longford","Female","Euro","435.53"
"Median Weekly Earnings","2016","Co. Louth","Both sexes","Euro","511.31"
"Median Weekly Earnings","2016","Co. Louth","Male","Euro","567.67"
"Median Weekly Earnings","2016","Co. Louth","Female","Euro","452.98"
"Median Weekly Earnings","2016","Co. Limerick","Both sexes","Euro","526.76"
"Median Weekly Earnings","2016","Co. Limerick","Male","Euro","588.35"
"Median Weekly Earnings","2016","Co. Limerick","Female","Euro","461.02"
"Median Weekly Earnings","2016","Co. Leitrim","Both sexes","Euro","483.71"
"Median Weekly Earnings","2016","Co. Leitrim","Male","Euro","520.64"
"Median Weekly Earnings","2016","Co. Leitrim","Female","Euro","452.13"
"Median Weekly Earnings","2016","Co. Laois","Both sexes","Euro","539.44"
"Median Weekly Earnings","2016","Co. Laois","Male","Euro","592.81"
"Median Weekly Earnings","2016","Co. Laois","Female","Euro","476.66"
"Median Weekly Earnings","2016","Co. Meath","Both sexes","Euro","571.57"
"Median Weekly Earnings","2016","Co. Meath","Male","Euro","642.75"
"Median Weekly Earnings","2016","Co. Meath","Female","Euro","491.95"
"Median Weekly Earnings","2016","Co. Monaghan","Both sexes","Euro","464.94"
"Median Weekly Earnings","2016","Co. Monaghan","Male","Euro","499.21"
"Median Weekly Earnings","2016","Co. Monaghan","Female","Euro","416.03"
"Median Weekly Earnings","2016","Co. Mayo","Both sexes","Euro","475.51"
"Median Weekly Earnings","2016","Co. Mayo","Male","Euro","526.28"
"Median Weekly Earnings","2016","Co. Mayo","Female","Euro","423.06"
"Median Weekly Earnings","2016","Co. Offaly","Both sexes","Euro","511.1"
"Median Weekly Earnings","2016","Co. Offaly","Male","Euro","566.25"
"Median Weekly Earnings","2016","Co. Offaly","Female","Euro","445.83"
"Median Weekly Earnings","2016","Co. Roscommon","Both sexes","Euro","507.21"
"Median Weekly Earnings","2016","Co. Roscommon","Male","Euro","553.59"
"Median Weekly Earnings","2016","Co. Roscommon","Female","Euro","459.99"
"Median Weekly Earnings","2016","Co. Sligo","Both sexes","Euro","507.69"
"Median Weekly Earnings","2016","Co. Sligo","Male","Euro","542.3"
"Median Weekly Earnings","2016","Co. Sligo","Female","Euro","472.96"
"Median Weekly Earnings","2016","Co. Tipperary","Both sexes","Euro","501.21"
"Median Weekly Earnings","2016","Co. Tipperary","Male","Euro","557.69"
"Median Weekly Earnings","2016","Co. Tipperary","Female","Euro","436.76"
"Median Weekly Earnings","2016","Co. Waterford","Both sexes","Euro","500"
"Median Weekly Earnings","2016","Co. Waterford","Male","Euro","568.44"
"Median Weekly Earnings","2016","Co. Waterford","Female","Euro","425.92"
"Median Weekly Earnings","2016","Co. Wicklow","Both sexes","Euro","552.56"
"Median Weekly Earnings","2016","Co. Wicklow","Male","Euro","624.75"
"Median Weekly Earnings","2016","Co. Wicklow","Female","Euro","476.02"
"Median Weekly Earnings","2016","Co. Westmeath","Both sexes","Euro","529.53"
"Median Weekly Earnings","2016","Co. Westmeath","Male","Euro","586.67"
"Median Weekly Earnings","2016","Co. Westmeath","Female","Euro","463.19"
"Median Weekly Earnings","2016","Co. Wexford","Both sexes","Euro","476.25"
"Median Weekly Earnings","2016","Co. Wexford","Male","Euro","529.71"
"Median Weekly Earnings","2016","Co. Wexford","Female","Euro","410.63"
"Median Weekly Earnings","2016","Ireland","Both sexes","Euro","543.04"
"Median Weekly Earnings","2016","Ireland","Male","Euro","599.92"
"Median Weekly Earnings","2016","Ireland","Female","Euro","479.88"
"Median Weekly Earnings","2017","Co. Clare","Both sexes","Euro","541.13"
"Median Weekly Earnings","2017","Co. Clare","Male","Euro","609.03"
"Median Weekly Earnings","2017","Co. Clare","Female","Euro","474.79"
"Median Weekly Earnings","2017","Co. Cork","Both sexes","Euro","565.42"
"Median Weekly Earnings","2017","Co. Cork","Male","Euro","646.15"
"Median Weekly Earnings","2017","Co. Cork","Female","Euro","479.9"
"Median Weekly Earnings","2017","Co. Cavan","Both sexes","Euro","511.37"
"Median Weekly Earnings","2017","Co. Cavan","Male","Euro","560.41"
"Median Weekly Earnings","2017","Co. Cavan","Female","Euro","447.21"
"Median Weekly Earnings","2017","Co. Carlow","Both sexes","Euro","513.95"
"Median Weekly Earnings","2017","Co. Carlow","Male","Euro","572.67"
"Median Weekly Earnings","2017","Co. Carlow","Female","Euro","430.87"
"Median Weekly Earnings","2017","Co. Donegal","Both sexes","Euro","437.07"
"Median Weekly Earnings","2017","Co. Donegal","Male","Euro","476.23"
"Median Weekly Earnings","2017","Co. Donegal","Female","Euro","391.06"
"Median Weekly Earnings","2017","Co. Dublin","Both sexes","Euro","606.61"
"Median Weekly Earnings","2017","Co. Dublin","Male","Euro","666.87"
"Median Weekly Earnings","2017","Co. Dublin","Female","Euro","543.77"
"Median Weekly Earnings","2017","Co. Galway","Both sexes","Euro","550.69"
"Median Weekly Earnings","2017","Co. Galway","Male","Euro","595.6"
"Median Weekly Earnings","2017","Co. Galway","Female","Euro","501.79"
"Median Weekly Earnings","2017","Co. Kildare","Both sexes","Euro","600.14"
"Median Weekly Earnings","2017","Co. Kildare","Male","Euro","675.08"
"Median Weekly Earnings","2017","Co. Kildare","Female","Euro","514.82"
"Median Weekly Earnings","2017","Co. Kilkenny","Both sexes","Euro","546.27"
"Median Weekly Earnings","2017","Co. Kilkenny","Male","Euro","596.89"
"Median Weekly Earnings","2017","Co. Kilkenny","Female","Euro","486.37"
"Median Weekly Earnings","2017","Co. Kerry","Both sexes","Euro","471.69"
"Median Weekly Earnings","2017","Co. Kerry","Male","Euro","531.83"
"Median Weekly Earnings","2017","Co. Kerry","Female","Euro","412.93"
"Median Weekly Earnings","2017","Co. Longford","Both sexes","Euro","497.48"
"Median Weekly Earnings","2017","Co. Longford","Male","Euro","535"
"Median Weekly Earnings","2017","Co. Longford","Female","Euro","443.75"
"Median Weekly Earnings","2017","Co. Louth","Both sexes","Euro","524.88"
"Median Weekly Earnings","2017","Co. Louth","Male","Euro","583.79"
"Median Weekly Earnings","2017","Co. Louth","Female","Euro","458.71"
"Median Weekly Earnings","2017","Co. Limerick","Both sexes","Euro","542.34"
"Median Weekly Earnings","2017","Co. Limerick","Male","Euro","603.08"
"Median Weekly Earnings","2017","Co. Limerick","Female","Euro","472.89"
"Median Weekly Earnings","2017","Co. Leitrim","Both sexes","Euro","501.13"
"Median Weekly Earnings","2017","Co. Leitrim","Male","Euro","536.33"
"Median Weekly Earnings","2017","Co. Leitrim","Female","Euro","464.51"
"Median Weekly Earnings","2017","Co. Laois","Both sexes","Euro","553.71"
"Median Weekly Earnings","2017","Co. Laois","Male","Euro","606.77"
"Median Weekly Earnings","2017","Co. Laois","Female","Euro","483.75"
"Median Weekly Earnings","2017","Co. Meath","Both sexes","Euro","586.24"
"Median Weekly Earnings","2017","Co. Meath","Male","Euro","661.76"
"Median Weekly Earnings","2017","Co. Meath","Female","Euro","500.27"
"Median Weekly Earnings","2017","Co. Monaghan","Both sexes","Euro","479.54"
"Median Weekly Earnings","2017","Co. Monaghan","Male","Euro","518.46"
"Median Weekly Earnings","2017","Co. Monaghan","Female","Euro","427.04"
"Median Weekly Earnings","2017","Co. Mayo","Both sexes","Euro","495.26"
"Median Weekly Earnings","2017","Co. Mayo","Male","Euro","547.48"
"Median Weekly Earnings","2017","Co. Mayo","Female","Euro","439.6"
"Median Weekly Earnings","2017","Co. Offaly","Both sexes","Euro","525.31"
"Median Weekly Earnings","2017","Co. Offaly","Male","Euro","580.08"
"Median Weekly Earnings","2017","Co. Offaly","Female","Euro","456.71"
"Median Weekly Earnings","2017","Co. Roscommon","Both sexes","Euro","521.58"
"Median Weekly Earnings","2017","Co. Roscommon","Male","Euro","570.13"
"Median Weekly Earnings","2017","Co. Roscommon","Female","Euro","473.96"
"Median Weekly Earnings","2017","Co. Sligo","Both sexes","Euro","520"
"Median Weekly Earnings","2017","Co. Sligo","Male","Euro","556.46"
"Median Weekly Earnings","2017","Co. Sligo","Female","Euro","484.66"
"Median Weekly Earnings","2017","Co. Tipperary","Both sexes","Euro","512.77"
"Median Weekly Earnings","2017","Co. Tipperary","Male","Euro","572.55"
"Median Weekly Earnings","2017","Co. Tipperary","Female","Euro","446.6"
"Median Weekly Earnings","2017","Co. Waterford","Both sexes","Euro","513.48"
"Median Weekly Earnings","2017","Co. Waterford","Male","Euro","586.3"
"Median Weekly Earnings","2017","Co. Waterford","Female","Euro","437.86"
"Median Weekly Earnings","2017","Co. Wicklow","Both sexes","Euro","563.78"
"Median Weekly Earnings","2017","Co. Wicklow","Male","Euro","638.62"
"Median Weekly Earnings","2017","Co. Wicklow","Female","Euro","486.27"
"Median Weekly Earnings","2017","Co. Westmeath","Both sexes","Euro","539.17"
"Median Weekly Earnings","2017","Co. Westmeath","Male","Euro","598.16"
"Median Weekly Earnings","2017","Co. Westmeath","Female","Euro","469.69"
"Median Weekly Earnings","2017","Co. Wexford","Both sexes","Euro","491.59"
"Median Weekly Earnings","2017","Co. Wexford","Male","Euro","547.04"
"Median Weekly Earnings","2017","Co. Wexford","Female","Euro","422.97"
"Median Weekly Earnings","2017","Ireland","Both sexes","Euro","556.61"
"Median Weekly Earnings","2017","Ireland","Male","Euro","615.37"
"Median Weekly Earnings","2017","Ireland","Female","Euro","488.85"
"Median Weekly Earnings","2018","Co. Clare","Both sexes","Euro","563.04"
"Median Weekly Earnings","2018","Co. Clare","Male","Euro","632.9"
"Median Weekly Earnings","2018","Co. Clare","Female","Euro","493.31"
"Median Weekly Earnings","2018","Co. Cork","Both sexes","Euro","584.29"
"Median Weekly Earnings","2018","Co. Cork","Male","Euro","672.5"
"Median Weekly Earnings","2018","Co. Cork","Female","Euro","493.87"
"Median Weekly Earnings","2018","Co. Cavan","Both sexes","Euro","524.3"
"Median Weekly Earnings","2018","Co. Cavan","Male","Euro","578.79"
"Median Weekly Earnings","2018","Co. Cavan","Female","Euro","457.24"
"Median Weekly Earnings","2018","Co. Carlow","Both sexes","Euro","529.98"
"Median Weekly Earnings","2018","Co. Carlow","Male","Euro","593.44"
"Median Weekly Earnings","2018","Co. Carlow","Female","Euro","440.49"
"Median Weekly Earnings","2018","Co. Donegal","Both sexes","Euro","453.08"
"Median Weekly Earnings","2018","Co. Donegal","Male","Euro","493.19"
"Median Weekly Earnings","2018","Co. Donegal","Female","Euro","403.89"
"Median Weekly Earnings","2018","Co. Dublin","Both sexes","Euro","623.53"
"Median Weekly Earnings","2018","Co. Dublin","Male","Euro","689.27"
"Median Weekly Earnings","2018","Co. Dublin","Female","Euro","553.85"
"Median Weekly Earnings","2018","Co. Galway","Both sexes","Euro","564.52"
"Median Weekly Earnings","2018","Co. Galway","Male","Euro","610.78"
"Median Weekly Earnings","2018","Co. Galway","Female","Euro","512.96"
"Median Weekly Earnings","2018","Co. Kildare","Both sexes","Euro","617.6"
"Median Weekly Earnings","2018","Co. Kildare","Male","Euro","701.65"
"Median Weekly Earnings","2018","Co. Kildare","Female","Euro","526.3"
"Median Weekly Earnings","2018","Co. Kilkenny","Both sexes","Euro","568.83"
"Median Weekly Earnings","2018","Co. Kilkenny","Male","Euro","621.79"
"Median Weekly Earnings","2018","Co. Kilkenny","Female","Euro","505.41"
"Median Weekly Earnings","2018","Co. Kerry","Both sexes","Euro","487.01"
"Median Weekly Earnings","2018","Co. Kerry","Male","Euro","549.98"
"Median Weekly Earnings","2018","Co. Kerry","Female","Euro","424.41"
"Median Weekly Earnings","2018","Co. Longford","Both sexes","Euro","507.44"
"Median Weekly Earnings","2018","Co. Longford","Male","Euro","549.71"
"Median Weekly Earnings","2018","Co. Longford","Female","Euro","458.2"
"Median Weekly Earnings","2018","Co. Louth","Both sexes","Euro","537.58"
"Median Weekly Earnings","2018","Co. Louth","Male","Euro","598.38"
"Median Weekly Earnings","2018","Co. Louth","Female","Euro","466.94"
"Median Weekly Earnings","2018","Co. Limerick","Both sexes","Euro","559.83"
"Median Weekly Earnings","2018","Co. Limerick","Male","Euro","623.96"
"Median Weekly Earnings","2018","Co. Limerick","Female","Euro","486.97"
"Median Weekly Earnings","2018","Co. Leitrim","Both sexes","Euro","512.88"
"Median Weekly Earnings","2018","Co. Leitrim","Male","Euro","549.47"
"Median Weekly Earnings","2018","Co. Leitrim","Female","Euro","479"
"Median Weekly Earnings","2018","Co. Laois","Both sexes","Euro","570.91"
"Median Weekly Earnings","2018","Co. Laois","Male","Euro","627.86"
"Median Weekly Earnings","2018","Co. Laois","Female","Euro","496.98"
"Median Weekly Earnings","2018","Co. Meath","Both sexes","Euro","601.92"
"Median Weekly Earnings","2018","Co. Meath","Male","Euro","684.79"
"Median Weekly Earnings","2018","Co. Meath","Female","Euro","514.5"
"Median Weekly Earnings","2018","Co. Monaghan","Both sexes","Euro","495.38"
"Median Weekly Earnings","2018","Co. Monaghan","Male","Euro","536.99"
"Median Weekly Earnings","2018","Co. Monaghan","Female","Euro","441.05"
"Median Weekly Earnings","2018","Co. Mayo","Both sexes","Euro","508.65"
"Median Weekly Earnings","2018","Co. Mayo","Male","Euro","564.9"
"Median Weekly Earnings","2018","Co. Mayo","Female","Euro","452.27"
"Median Weekly Earnings","2018","Co. Offaly","Both sexes","Euro","538.54"
"Median Weekly Earnings","2018","Co. Offaly","Male","Euro","597.98"
"Median Weekly Earnings","2018","Co. Offaly","Female","Euro","462.03"
"Median Weekly Earnings","2018","Co. Roscommon","Both sexes","Euro","538.44"
"Median Weekly Earnings","2018","Co. Roscommon","Male","Euro","589.18"
"Median Weekly Earnings","2018","Co. Roscommon","Female","Euro","486.01"
"Median Weekly Earnings","2018","Co. Sligo","Both sexes","Euro","528.65"
"Median Weekly Earnings","2018","Co. Sligo","Male","Euro","565.08"
"Median Weekly Earnings","2018","Co. Sligo","Female","Euro","493.46"
"Median Weekly Earnings","2018","Co. Tipperary","Both sexes","Euro","529.43"
"Median Weekly Earnings","2018","Co. Tipperary","Male","Euro","591.36"
"Median Weekly Earnings","2018","Co. Tipperary","Female","Euro","462.02"
"Median Weekly Earnings","2018","Co. Waterford","Both sexes","Euro","526.49"
"Median Weekly Earnings","2018","Co. Waterford","Male","Euro","602.93"
"Median Weekly Earnings","2018","Co. Waterford","Female","Euro","448.08"
"Median Weekly Earnings","2018","Co. Wicklow","Both sexes","Euro","581.48"
"Median Weekly Earnings","2018","Co. Wicklow","Male","Euro","664.46"
"Median Weekly Earnings","2018","Co. Wicklow","Female","Euro","498.5"
"Median Weekly Earnings","2018","Co. Westmeath","Both sexes","Euro","552.62"
"Median Weekly Earnings","2018","Co. Westmeath","Male","Euro","615.72"
"Median Weekly Earnings","2018","Co. Westmeath","Female","Euro","480.06"
"Median Weekly Earnings","2018","Co. Wexford","Both sexes","Euro","505.92"
"Median Weekly Earnings","2018","Co. Wexford","Male","Euro","566.54"
"Median Weekly Earnings","2018","Co. Wexford","Female","Euro","436.03"
"Median Weekly Earnings","2018","Ireland","Both sexes","Euro","573.35"
"Median Weekly Earnings","2018","Ireland","Male","Euro","636.63"
"Median Weekly Earnings","2018","Ireland","Female","Euro","500"
"Median Weekly Earnings","2019","Co. Clare","Both sexes","Euro","585.95"
"Median Weekly Earnings","2019","Co. Clare","Male","Euro","660.89"
"Median Weekly Earnings","2019","Co. Clare","Female","Euro","512.15"
"Median Weekly Earnings","2019","Co. Cork","Both sexes","Euro","610.57"
"Median Weekly Earnings","2019","Co. Cork","Male","Euro","700.51"
"Median Weekly Earnings","2019","Co. Cork","Female","Euro","515.77"
"Median Weekly Earnings","2019","Co. Cavan","Both sexes","Euro","551.93"
"Median Weekly Earnings","2019","Co. Cavan","Male","Euro","613.74"
"Median Weekly Earnings","2019","Co. Cavan","Female","Euro","478.8"
"Median Weekly Earnings","2019","Co. Carlow","Both sexes","Euro","557.09"
"Median Weekly Earnings","2019","Co. Carlow","Male","Euro","619.78"
"Median Weekly Earnings","2019","Co. Carlow","Female","Euro","461.69"
"Median Weekly Earnings","2019","Co. Donegal","Both sexes","Euro","479.6"
"Median Weekly Earnings","2019","Co. Donegal","Male","Euro","522.29"
"Median Weekly Earnings","2019","Co. Donegal","Female","Euro","426.64"
"Median Weekly Earnings","2019","Co. Dublin","Both sexes","Euro","653.85"
"Median Weekly Earnings","2019","Co. Dublin","Male","Euro","724.4"
"Median Weekly Earnings","2019","Co. Dublin","Female","Euro","577"
"Median Weekly Earnings","2019","Co. Galway","Both sexes","Euro","592.34"
"Median Weekly Earnings","2019","Co. Galway","Male","Euro","640.96"
"Median Weekly Earnings","2019","Co. Galway","Female","Euro","539.8"
"Median Weekly Earnings","2019","Co. Kildare","Both sexes","Euro","644.87"
"Median Weekly Earnings","2019","Co. Kildare","Male","Euro","731.16"
"Median Weekly Earnings","2019","Co. Kildare","Female","Euro","550.06"
"Median Weekly Earnings","2019","Co. Kilkenny","Both sexes","Euro","591.74"
"Median Weekly Earnings","2019","Co. Kilkenny","Male","Euro","650.54"
"Median Weekly Earnings","2019","Co. Kilkenny","Female","Euro","528.43"
"Median Weekly Earnings","2019","Co. Kerry","Both sexes","Euro","511.46"
"Median Weekly Earnings","2019","Co. Kerry","Male","Euro","577.6"
"Median Weekly Earnings","2019","Co. Kerry","Female","Euro","448"
"Median Weekly Earnings","2019","Co. Longford","Both sexes","Euro","529.77"
"Median Weekly Earnings","2019","Co. Longford","Male","Euro","574.68"
"Median Weekly Earnings","2019","Co. Longford","Female","Euro","474.53"
"Median Weekly Earnings","2019","Co. Louth","Both sexes","Euro","567.71"
"Median Weekly Earnings","2019","Co. Louth","Male","Euro","629.84"
"Median Weekly Earnings","2019","Co. Louth","Female","Euro","490.88"
"Median Weekly Earnings","2019","Co. Limerick","Both sexes","Euro","590.38"
"Median Weekly Earnings","2019","Co. Limerick","Male","Euro","658"
"Median Weekly Earnings","2019","Co. Limerick","Female","Euro","513.45"
"Median Weekly Earnings","2019","Co. Leitrim","Both sexes","Euro","546.46"
"Median Weekly Earnings","2019","Co. Leitrim","Male","Euro","581.09"
"Median Weekly Earnings","2019","Co. Leitrim","Female","Euro","506.09"
"Median Weekly Earnings","2019","Co. Laois","Both sexes","Euro","594"
"Median Weekly Earnings","2019","Co. Laois","Male","Euro","658.62"
"Median Weekly Earnings","2019","Co. Laois","Female","Euro","516.34"
"Median Weekly Earnings","2019","Co. Meath","Both sexes","Euro","633.03"
"Median Weekly Earnings","2019","Co. Meath","Male","Euro","720.86"
"Median Weekly Earnings","2019","Co. Meath","Female","Euro","537.09"
"Median Weekly Earnings","2019","Co. Monaghan","Both sexes","Euro","519.15"
"Median Weekly Earnings","2019","Co. Monaghan","Male","Euro","566.39"
"Median Weekly Earnings","2019","Co. Monaghan","Female","Euro","462.26"
"Median Weekly Earnings","2019","Co. Mayo","Both sexes","Euro","539.22"
"Median Weekly Earnings","2019","Co. Mayo","Male","Euro","595.79"
"Median Weekly Earnings","2019","Co. Mayo","Female","Euro","479.44"
"Median Weekly Earnings","2019","Co. Offaly","Both sexes","Euro","563.87"
"Median Weekly Earnings","2019","Co. Offaly","Male","Euro","626.22"
"Median Weekly Earnings","2019","Co. Offaly","Female","Euro","485.11"
"Median Weekly Earnings","2019","Co. Roscommon","Both sexes","Euro","562.65"
"Median Weekly Earnings","2019","Co. Roscommon","Male","Euro","612.18"
"Median Weekly Earnings","2019","Co. Roscommon","Female","Euro","502.25"
"Median Weekly Earnings","2019","Co. Sligo","Both sexes","Euro","557.69"
"Median Weekly Earnings","2019","Co. Sligo","Male","Euro","592.95"
"Median Weekly Earnings","2019","Co. Sligo","Female","Euro","520.32"
"Median Weekly Earnings","2019","Co. Tipperary","Both sexes","Euro","555.15"
"Median Weekly Earnings","2019","Co. Tipperary","Male","Euro","612.98"
"Median Weekly Earnings","2019","Co. Tipperary","Female","Euro","482.45"
"Median Weekly Earnings","2019","Co. Waterford","Both sexes","Euro","553.19"
"Median Weekly Earnings","2019","Co. Waterford","Male","Euro","626.63"
"Median Weekly Earnings","2019","Co. Waterford","Female","Euro","473.98"
"Median Weekly Earnings","2019","Co. Wicklow","Both sexes","Euro","609.44"
"Median Weekly Earnings","2019","Co. Wicklow","Male","Euro","694.73"
"Median Weekly Earnings","2019","Co. Wicklow","Female","Euro","520.77"
"Median Weekly Earnings","2019","Co. Westmeath","Both sexes","Euro","579.26"
"Median Weekly Earnings","2019","Co. Westmeath","Male","Euro","646.59"
"Median Weekly Earnings","2019","Co. Westmeath","Female","Euro","500"
"Median Weekly Earnings","2019","Co. Wexford","Both sexes","Euro","528.85"
"Median Weekly Earnings","2019","Co. Wexford","Male","Euro","589.69"
"Median Weekly Earnings","2019","Co. Wexford","Female","Euro","457.96"
"Median Weekly Earnings","2019","Ireland","Both sexes","Euro","598.36"
"Median Weekly Earnings","2019","Ireland","Male","Euro","666.22"
"Median Weekly Earnings","2019","Ireland","Female","Euro","523.1"
"Median Weekly Earnings","2020","Co. Clare","Both sexes","Euro","622.22"
"Median Weekly Earnings","2020","Co. Clare","Male","Euro","679.67"
"Median Weekly Earnings","2020","Co. Clare","Female","Euro","560.81"
"Median Weekly Earnings","2020","Co. Cork","Both sexes","Euro","637.34"
"Median Weekly Earnings","2020","Co. Cork","Male","Euro","725.26"
"Median Weekly Earnings","2020","Co. Cork","Female","Euro","548.36"
"Median Weekly Earnings","2020","Co. Cavan","Both sexes","Euro","577.27"
"Median Weekly Earnings","2020","Co. Cavan","Male","Euro","626.17"
"Median Weekly Earnings","2020","Co. Cavan","Female","Euro","511.73"
"Median Weekly Earnings","2020","Co. Carlow","Both sexes","Euro","570.21"
"Median Weekly Earnings","2020","Co. Carlow","Male","Euro","627.06"
"Median Weekly Earnings","2020","Co. Carlow","Female","Euro","491.3"
"Median Weekly Earnings","2020","Co. Donegal","Both sexes","Euro","512.01"
"Median Weekly Earnings","2020","Co. Donegal","Male","Euro","550.05"
"Median Weekly Earnings","2020","Co. Donegal","Female","Euro","466.99"
"Median Weekly Earnings","2020","Co. Dublin","Both sexes","Euro","699.27"
"Median Weekly Earnings","2020","Co. Dublin","Male","Euro","768.94"
"Median Weekly Earnings","2020","Co. Dublin","Female","Euro","625.07"
"Median Weekly Earnings","2020","Co. Galway","Both sexes","Euro","612.89"
"Median Weekly Earnings","2020","Co. Galway","Male","Euro","654.22"
"Median Weekly Earnings","2020","Co. Galway","Female","Euro","567.89"
"Median Weekly Earnings","2020","Co. Kildare","Both sexes","Euro","673.6"
"Median Weekly Earnings","2020","Co. Kildare","Male","Euro","751.54"
"Median Weekly Earnings","2020","Co. Kildare","Female","Euro","586.29"
"Median Weekly Earnings","2020","Co. Kilkenny","Both sexes","Euro","621.22"
"Median Weekly Earnings","2020","Co. Kilkenny","Male","Euro","667.39"
"Median Weekly Earnings","2020","Co. Kilkenny","Female","Euro","570.37"
"Median Weekly Earnings","2020","Co. Kerry","Both sexes","Euro","542.76"
"Median Weekly Earnings","2020","Co. Kerry","Male","Euro","600.33"
"Median Weekly Earnings","2020","Co. Kerry","Female","Euro","479.08"
"Median Weekly Earnings","2020","Co. Longford","Both sexes","Euro","548.81"
"Median Weekly Earnings","2020","Co. Longford","Male","Euro","587.96"
"Median Weekly Earnings","2020","Co. Longford","Female","Euro","491.25"
"Median Weekly Earnings","2020","Co. Louth","Both sexes","Euro","584.2"
"Median Weekly Earnings","2020","Co. Louth","Male","Euro","641.02"
"Median Weekly Earnings","2020","Co. Louth","Female","Euro","516.23"
"Median Weekly Earnings","2020","Co. Limerick","Both sexes","Euro","612.44"
"Median Weekly Earnings","2020","Co. Limerick","Male","Euro","672.57"
"Median Weekly Earnings","2020","Co. Limerick","Female","Euro","543.9"
"Median Weekly Earnings","2020","Co. Leitrim","Both sexes","Euro","575.64"
"Median Weekly Earnings","2020","Co. Leitrim","Male","Euro","601.25"
"Median Weekly Earnings","2020","Co. Leitrim","Female","Euro","543.53"
"Median Weekly Earnings","2020","Co. Laois","Both sexes","Euro","617.42"
